Time,Angle,Setpoint,Dc
13843,-0.34,0,0.00
13857,-0.34,0,0.00
13870,-0.34,0,0.00
13883,-0.34,0,0.00
13897,-0.34,0,0.00
13910,-0.34,0,0.00
13923,-0.34,0,0.00
13936,-0.34,0,0.00
13949,-0.34,0,0.00
13962,-0.34,0,0.00
13975,-0.34,0,0.00
13988,-0.34,0,0.00
14001,-0.34,0,0.00
14014,-0.34,0,0.00
14027,-0.34,0,0.00
14040,-0.34,0,0.00
14053,-0.34,0,0.00
14066,-0.34,0,0.00
14082,-0.34,0,0.00
14096,-0.34,0,0.00
14109,-0.34,0,0.00
14122,-0.34,0,0.00
14135,-0.34,0,0.00
14148,-0.34,0,0.00
14161,-0.34,0,0.00
14174,-0.34,0,0.00
14187,-0.34,0,0.00
14200,-0.34,0,0.00
14211,-0.34,0,0.00
14221,-0.34,0,0.00
14231,-0.34,0,0.00
14241,-0.34,0,0.00
14251,-0.34,0,0.00
14261,-0.34,0,0.00
14271,-0.34,0,0.00
14281,-0.34,0,0.00
14291,-0.34,0,0.00
14301,-0.34,0,0.00
14311,-0.34,0,0.00
14321,-0.34,0,0.00
14331,-0.34,0,0.00
14341,-0.34,0,0.00
14351,-0.34,0,0.00
14361,-0.34,0,0.00
14384,-0.34,0,0.00
14400,-0.34,0,0.00
14413,-0.34,0,0.00
14426,-0.34,0,0.00
14440,-0.34,0,0.00
14454,-0.34,0,0.00
14468,-0.34,0,0.00
14481,-0.34,0,0.00
14496,-0.34,0,0.00
14510,-0.34,0,0.00
14524,-0.33,0,0.00
14537,-0.33,0,0.00
14550,-0.33,0,0.00
14563,-0.33,0,0.00
14577,-0.33,0,0.00
14590,-0.33,0,0.00
14603,-0.33,0,0.00
14617,-0.33,0,0.00
14630,-0.33,0,0.00
14643,-0.33,0,0.00
14656,-0.33,0,0.00
14671,-0.33,0,0.00
14685,-0.33,0,0.00
14700,-0.33,0,0.00
14718,-0.33,0,0.00
14731,-0.33,0,0.00
14745,-0.33,0,0.00
14758,-0.33,0,0.00
14771,-0.33,0,0.00
14784,-0.33,0,0.00
14798,-0.33,0,0.00
14811,-0.33,0,0.00
14821,-0.33,0,0.00
14831,-0.33,0,0.00
14841,-0.33,0,0.00
14851,-0.33,0,0.00
14861,-0.33,0,0.00
14871,-0.33,0,0.00
14881,-0.33,0,0.00
14891,-0.33,0,0.00
14901,-0.33,0,0.00
14911,-0.33,0,0.00
14921,-0.33,0,0.00
14931,-0.33,0,0.00
14941,-0.33,0,0.00
14951,-0.33,0,0.00
14961,-0.33,0,0.00
14971,-0.33,0,0.00
14981,-0.33,0,0.00
14991,-0.33,0,0.00
15001,-0.33,0,0.00
15011,-0.33,0,0.00
15021,-0.33,0,0.00
15031,-0.33,0,0.00
15042,-0.33,0,0.00
15053,-0.33,0,0.00
15074,-0.33,0,0.00
15086,-0.33,0,0.00
15099,-0.33,0,0.00
15112,-0.33,0,0.00
15125,-0.33,0,0.00
15138,-0.33,0,0.00
15151,-0.33,0,0.00
15162,-0.33,0,0.00
15175,-0.33,0,0.00
15189,-0.33,0,0.00
15202,-0.33,0,0.00
15215,-0.33,0,0.00
15228,-0.33,0,0.00
15238,-0.33,0,0.00
15248,-0.33,0,0.00
15258,-0.33,0,0.00
15268,-0.33,0,0.00
15278,-0.33,0,0.00
15288,-0.33,0,0.00
15298,-0.33,0,0.00
15308,-0.33,0,0.00
15318,-0.33,0,0.00
15328,-0.33,0,0.00
15338,-0.33,0,0.00
15348,-0.33,0,0.00
15358,-0.33,0,0.00
15368,-0.33,0,0.00
15378,-0.33,0,0.00
15388,-0.33,0,0.00
15398,-0.33,0,0.00
15418,-0.33,0,0.00
15432,-0.33,0,0.00
15443,-0.33,0,0.00
15453,-0.33,0,0.00
15463,-0.33,0,0.00
15473,-0.33,0,0.00
15483,-0.33,0,0.00
15493,-0.33,0,0.00
15505,-0.33,0,0.00
15523,-0.33,0,0.00
15537,-0.33,0,0.00
15550,-0.33,0,0.00
15563,-0.33,0,0.00
15576,-0.33,0,0.00
15591,-0.33,0,0.00
15605,-0.33,0,0.00
15618,-0.33,0,0.00
15631,-0.33,0,0.00
15644,-0.33,0,0.00
15657,-0.33,0,0.00
15673,-0.33,0,0.00
15687,-0.33,0,0.00
15700,-0.33,0,0.00
15713,-0.33,0,0.00
15726,-0.33,0,0.00
15739,-0.33,0,0.00
15752,-0.33,0,0.00
15767,-0.33,0,0.00
15781,-0.33,0,0.00
15794,-0.33,0,0.00
15807,-0.33,0,0.00
15820,-0.33,0,0.00
15833,-0.33,0,0.00
15848,-0.33,0,0.00
15862,-0.33,0,0.00
15875,-0.33,0,0.00
15888,-0.33,0,0.00
15901,-0.33,0,0.00
15914,-0.33,0,0.00
15928,-0.33,0,0.00
15942,-0.33,0,0.00
15955,-0.33,0,0.00
15968,-0.33,0,0.00
15981,-0.33,0,0.00
15994,-0.33,0,0.00
16007,-0.33,0,0.00
16024,-0.33,0,0.00
16038,-0.33,0,0.00
16051,-0.33,0,0.00
16064,-0.33,0,0.00
16077,-0.33,0,0.00
16090,-0.33,0,0.00
16103,-0.33,0,0.00
16116,-0.33,0,0.00
16127,-0.33,0,0.00
16137,-0.33,0,0.00
16147,-0.33,0,0.00
16157,-0.33,0,0.00
16167,-0.33,0,0.00
16177,-0.33,0,0.00
16197,-0.33,0,0.00
16210,-0.33,0,0.00
