Time,Angle
48.343,43.09
48.344,43.08
48.347,43.07
48.350,43.05
48.406,43.04
48.406,43.03
48.407,43.01
48.408,43.00
48.411,42.98
48.411,42.97
48.411,42.96
48.411,42.94
48.411,42.93
48.413,42.60
48.414,42.59
48.422,42.57
48.424,42.56
48.424,42.55
48.427,42.53
48.428,42.52
48.428,42.50
48.429,42.49
48.495,42.47
48.495,42.46
48.498,42.45
48.498,42.43
48.498,42.42
48.498,42.41
48.498,42.40
48.499,41.98
48.504,41.97
48.504,41.96
48.506,41.94
48.508,41.93
48.511,41.91
48.512,41.90
48.514,41.88
48.518,41.87
48.518,41.85
48.520,41.84
48.582,41.83
48.582,41.81
48.582,41.80
48.583,41.78
48.583,41.77
48.589,41.75
48.591,41.74
48.591,41.73
48.591,41.71
48.591,41.70
48.591,41.68
48.593,41.33
48.601,41.31
48.601,41.30
48.602,41.28
48.603,41.27
48.604,41.26
48.607,41.25
48.611,41.24
48.611,41.22
48.613,41.21
48.615,41.20
48.617,41.18
48.617,41.17
48.619,41.15
48.623,41.14
48.624,41.13
48.624,41.11
48.629,41.10
48.629,41.09
48.630,41.07
48.633,41.06
48.635,41.04
48.639,41.03
48.640,41.02
48.641,41.01
48.644,40.99
48.647,40.98
48.647,40.96
48.663,40.95
48.666,40.94
48.679,40.92
48.680,40.91
48.682,40.90
48.683,40.88
48.710,40.87
48.715,40.86
48.722,40.84
48.722,40.83
48.722,40.81
48.722,40.80
48.724,40.47
48.727,40.45
48.728,40.44
48.730,40.42
48.733,40.41
48.733,40.39
48.733,40.38
48.733,40.37
48.733,40.35
48.736,40.33
48.737,40.31
48.742,40.30
48.742,40.28
48.746,40.27
48.747,40.25
48.748,40.24
48.750,40.23
48.754,40.21
48.754,40.20
48.755,40.18
48.810,40.17
48.810,40.15
48.811,40.14
48.812,40.12
48.812,40.11
48.819,40.09
48.819,40.08
48.819,40.06
48.819,40.05
48.819,40.04
48.819,40.02
48.822,39.70
48.828,39.69
48.829,39.68
48.829,39.66
48.830,39.65
48.833,39.63
48.834,39.62
48.896,39.61
48.896,39.59
48.896,39.58
48.897,39.57
48.900,39.55
48.900,39.54
48.900,39.52
48.900,39.51
48.900,39.50
48.902,39.15
48.903,39.15
48.905,39.13
48.908,39.12
48.911,39.11
48.911,39.09
48.912,39.08
48.914,39.07
48.918,39.05
48.919,39.04
48.982,39.02
48.982,39.01
48.982,39.00
48.983,38.98
48.985,38.97
48.985,38.95
48.986,38.94
48.992,38.92
48.992,38.91
48.992,38.89
48.992,38.88
48.992,38.86
48.994,38.48
48.998,38.47
49.002,38.45
49.002,38.44
49.025,38.42
49.026,38.41
49.027,38.40
49.028,38.38
49.032,38.37
49.067,38.36
49.067,38.34
49.067,38.33
49.067,38.31
49.067,38.30
49.067,38.29
49.069,38.17
49.072,38.16
49.073,38.15
49.075,38.13
49.080,38.12
49.080,38.11
49.080,38.09
49.080,38.09
49.080,38.07
49.081,37.89
49.081,37.87
49.119,37.86
49.119,37.84
49.122,37.83
49.123,37.82
49.123,37.80
49.123,37.79
49.123,37.77
49.126,37.57
49.128,37.56
49.132,37.54
49.169,37.53
49.170,37.51
49.170,37.50
49.171,37.49
49.172,37.47
49.246,37.46
49.246,37.45
49.248,37.43
49.248,37.42
49.248,37.41
49.248,37.39
49.248,37.38
49.250,36.72
49.313,36.71
49.313,36.70
49.313,36.68
49.317,36.67
49.317,36.66
49.317,36.65
49.317,36.63
49.317,36.62
49.320,36.25
49.321,36.23
49.322,36.22
49.325,36.21
49.328,36.19
49.330,36.18
49.334,36.16
49.335,36.15
49.335,36.14
49.338,36.12
49.398,36.11
49.398,36.09
49.399,36.08
49.399,36.07
49.400,36.05
49.403,36.04
49.406,36.03
49.409,36.01
49.409,36.00
49.409,35.98
49.409,35.97
49.409,35.96
49.412,35.61
49.413,35.59
49.417,35.58
49.418,35.57
49.420,35.55
49.421,35.54
49.483,35.53
49.484,35.51
49.484,35.50
49.484,35.48
49.485,35.47
49.486,35.46
49.486,35.45
49.486,35.43
49.486,35.42
49.486,35.40
49.488,35.08
49.491,35.07
49.495,35.05
49.495,35.04
49.496,35.03
49.498,35.01
49.499,35.00
49.502,34.98
49.504,34.97
49.510,34.96
49.576,34.94
49.576,34.93
49.576,34.92
49.576,34.90
49.578,34.89
49.579,34.88
49.585,34.86
49.586,34.85
49.586,34.84
49.586,34.82
49.586,34.81
49.586,34.80
49.588,34.37
49.593,34.36
49.593,34.35
49.594,34.33
49.601,34.32
49.601,34.30
49.603,34.29
49.606,34.27
49.607,34.26
49.607,34.24
49.611,34.23
49.611,34.21
49.613,34.20
49.614,34.19
49.616,34.17
49.621,34.16
49.622,34.14
49.622,34.13
49.624,34.11
49.626,34.10
49.629,34.09
49.630,34.07
49.635,34.06
49.636,34.05
49.636,34.04
49.640,34.02
49.641,34.01
49.644,34.00
49.646,33.98
49.647,33.97
49.649,33.96
49.651,33.94
49.661,33.93
49.661,33.92
49.663,33.90
49.665,33.89
49.666,33.87
49.670,33.86
49.672,33.85
49.672,33.83
49.672,33.82
49.672,33.81
49.672,33.79
49.674,33.78
49.678,33.76
49.680,33.75
49.680,33.74
49.683,33.72
49.685,33.71
49.687,33.69
49.689,33.68
49.695,33.66
49.695,33.65
49.695,33.63
49.697,33.62
49.699,33.60
49.700,33.59
49.703,33.58
49.706,33.56
49.708,33.55
49.708,33.53
49.710,33.52
49.713,33.50
49.714,33.49
49.716,33.47
49.720,33.46
49.722,33.45
49.722,33.43
49.724,33.42
49.738,33.40
49.739,33.39
49.740,33.38
49.742,33.36
49.758,33.35
49.758,33.33
49.758,33.32
49.758,33.31
49.758,33.29
49.758,33.28
49.761,33.24
49.763,33.22
49.764,33.21
49.770,33.19
49.770,33.18
49.770,33.16
49.770,33.15
49.770,33.14
49.771,33.09
49.773,33.07
49.778,33.06
49.778,33.04
49.782,33.03
49.783,33.02
49.784,33.00
49.785,32.99
49.788,32.98
49.792,32.96
49.792,32.95
49.793,32.93
49.796,32.92
49.796,32.91
49.799,32.89
49.803,32.88
49.804,32.87
49.804,32.85
49.806,32.84
49.809,32.83
49.811,32.81
49.816,32.80
49.817,32.79
49.819,32.77
49.819,32.76
49.820,32.75
49.823,32.73
49.826,32.72
49.827,32.71
49.830,32.69
49.831,32.68
49.834,32.67
49.837,32.65
49.837,32.64
49.839,32.63
49.841,32.61
49.844,32.60
49.845,32.58
49.848,32.57
49.851,32.55
49.851,32.54
49.851,32.52
49.859,32.51
49.859,32.49
49.861,32.48
49.862,32.46
49.864,32.45
49.867,32.43
49.868,32.42
49.868,32.40
49.873,32.39
49.875,32.37
49.875,32.36
49.878,32.34
49.880,32.33
49.882,32.31
49.885,32.30
49.887,32.28
49.887,32.27
49.889,32.25
49.891,32.24
49.893,32.23
49.948,32.21
49.960,32.20
49.961,32.18
49.961,32.17
49.962,32.15
50.138,32.14
50.552,32.12
50.555,32.11
50.559,32.09
50.566,32.08
50.566,32.06
50.566,32.05
50.566,32.03
50.566,32.02
50.568,27.59
50.570,27.58
50.571,27.57
50.575,27.55
50.577,27.54
50.577,27.53
50.577,27.51
50.577,27.50
50.577,27.48
50.580,27.45
50.580,27.43
50.584,27.42
50.587,27.40
50.588,27.39
50.590,27.37
50.642,27.36
50.643,27.34
50.643,27.33
50.643,27.32
50.645,27.30
50.645,27.29
50.645,27.27
50.645,27.26
50.645,27.24
50.645,27.24
50.646,26.97
50.650,26.96
50.653,26.94
50.654,26.93
50.654,26.92
50.657,26.90
50.658,26.89
50.662,26.87
50.663,26.86
50.667,26.85
50.667,26.83
50.729,26.82
50.729,26.81
50.729,26.79
50.731,26.78
50.733,26.77
50.734,26.75
50.740,26.74
50.740,26.72
50.740,26.71
50.740,26.70
50.740,26.69
50.742,26.31
50.744,26.29
50.748,26.28
50.748,26.26
50.750,26.25
50.752,26.24
50.816,26.22
50.816,26.21
50.816,26.20
50.817,26.18
50.818,26.17
50.821,26.16
50.821,26.14
50.821,26.13
50.821,26.12
50.821,26.11
50.823,25.77
50.824,25.75
50.825,25.74
50.829,25.72
50.829,25.71
50.832,25.70
50.833,25.68
50.836,25.67
50.838,25.65
50.840,25.64
50.906,25.63
50.906,25.61
50.906,25.60
50.906,25.59
50.908,25.57
50.909,25.56
50.910,25.54
50.917,25.53
50.917,25.52
50.917,25.50
50.917,25.49
50.917,25.48
51.012,25.08
51.074,25.06
51.075,25.05
51.076,25.04
51.078,25.02
51.078,25.01
51.078,24.99
51.078,24.98
51.078,24.96
51.080,24.39
51.081,24.38
51.085,24.36
51.086,24.35
51.089,24.34
51.089,24.32
51.089,24.31
51.089,24.30
51.089,24.29
51.115,23.86
51.115,23.85
51.117,23.83
51.119,23.82
51.122,23.80
51.122,23.79
51.122,23.77
51.122,23.76
51.122,23.75
51.124,23.63
51.125,23.62
51.129,23.60
51.130,23.59
51.130,23.57
51.133,23.56
51.134,23.54
51.138,23.53
51.139,23.51
51.143,23.50
51.144,23.49
51.144,23.47
51.146,23.46
51.149,23.44
51.152,23.43
51.153,23.41
51.156,23.40
51.158,23.38
51.158,23.37
51.163,23.36
51.163,23.34
51.164,23.33
51.167,23.31
51.170,23.30
51.171,23.29
51.174,23.27
51.177,23.26
51.181,23.24
51.182,23.23
51.188,23.21
51.188,23.20
51.188,23.19
51.189,23.17
51.191,23.16
51.193,23.15
51.194,23.13
51.195,23.12
51.198,23.10
51.201,23.09
51.201,23.08
51.203,23.06
51.205,23.05
51.207,23.04
51.212,23.02
51.213,23.01
51.213,23.00
51.217,22.98
51.217,22.97
51.219,22.95
51.221,22.94
51.225,22.93
51.275,22.91
51.276,22.90
51.276,22.89
51.277,22.87
51.278,22.86
51.281,22.85
51.284,22.83
51.288,22.82
51.288,22.80
51.288,22.79
51.288,22.78
51.288,22.76
51.290,22.47
51.291,22.46
51.293,22.45
51.296,22.43
51.298,22.42
51.299,22.41
51.363,22.39
51.365,22.38
51.365,22.36
51.366,22.35
51.366,22.34
51.368,22.32
51.368,22.31
51.368,22.30
51.368,22.28
51.368,22.27
51.370,21.92
51.370,21.91
51.372,21.89
51.376,21.88
51.378,21.86
51.378,21.85
51.379,21.83
51.382,21.82
51.384,21.80
51.388,21.79
51.451,21.77
51.451,21.76
51.451,21.74
51.452,21.73
51.453,21.71
51.454,21.70
51.460,21.69
51.461,21.67
51.461,21.66
51.461,21.64
51.461,21.63
51.461,21.61
51.463,21.25
51.466,21.24
51.470,21.23
51.470,21.21
51.471,21.20
51.474,21.19
51.540,21.17
51.540,21.16
51.540,21.15
51.541,21.13
51.543,21.12
51.544,21.10
51.544,21.09
51.544,21.08
51.544,21.06
51.545,20.68
51.548,20.67
51.550,20.65
51.550,20.64
51.553,20.62
51.555,20.61
51.556,20.59
51.559,20.58
51.560,20.57
51.625,20.55
51.625,20.54
51.625,20.52
51.626,20.51
51.626,20.49
51.629,20.48
51.629,20.47
51.629,20.45
51.636,20.44
51.636,20.43
51.636,20.41
51.636,20.40
51.636,20.38
51.638,20.03
51.643,20.02
51.645,20.01
51.645,19.99
51.648,19.98
51.708,19.96
51.708,19.95
51.709,19.94
51.710,19.92
51.711,19.91
51.716,19.89
51.717,19.88
51.717,19.86
51.717,19.85
51.717,19.83
51.719,19.46
51.722,19.45
51.725,19.43
51.727,19.42
51.729,19.40
51.731,19.39
51.733,19.38
51.797,19.36
51.797,19.35
51.797,19.33
51.797,19.32
51.801,19.31
51.803,19.29
51.805,19.28
51.807,19.27
51.808,19.25
51.814,19.24
51.814,19.23
51.814,19.21
51.814,19.20
51.814,19.19
51.817,18.78
51.819,18.77
51.819,18.76
51.876,18.74
51.876,18.73
51.877,18.71
51.878,18.70
51.878,18.68
51.880,18.67
51.887,18.65
51.890,18.64
51.890,18.62
51.890,18.61
51.890,18.60
51.890,18.58
51.892,18.27
51.894,18.25
51.895,18.24
51.899,18.23
51.901,18.21
51.901,18.20
51.902,18.18
51.902,18.17
51.965,18.16
51.966,18.14
51.967,18.13
51.971,18.12
51.971,18.10
51.971,18.09
51.971,18.08
51.971,18.06
51.971,17.71
51.973,17.69
51.975,17.68
52.173,17.67
52.173,17.65
52.173,17.64
52.225,17.62
52.227,17.61
52.227,17.60
52.227,17.58
52.240,17.57
52.240,17.56
52.240,17.55
52.240,17.54
52.240,17.52
52.242,15.84
52.244,15.82
52.246,15.81
52.253,15.79
52.254,15.78
52.254,15.77
52.254,15.75
52.254,15.74
52.256,15.72
52.258,15.70
52.259,15.69
52.263,15.68
52.264,15.66
52.264,15.65
52.264,15.63
52.268,15.62
52.269,15.61
52.272,15.59
52.274,15.58
52.278,15.57
52.279,15.55
52.279,15.54
52.280,15.53
52.283,15.51
52.287,15.50
52.288,15.48
52.289,15.47
52.293,15.46
52.294,15.44
52.294,15.43
52.301,15.42
52.301,15.40
52.301,15.39
52.304,15.37
52.305,15.36
52.308,15.35
52.310,15.33
52.313,15.32
52.313,15.30
52.315,15.29
52.318,15.27
52.332,15.26
52.333,15.24
52.334,15.23
52.350,15.21
52.350,15.20
52.365,15.18
52.365,15.17
52.365,15.16
52.365,15.14
52.365,15.12
52.367,14.98
52.368,14.97
52.373,14.96
52.374,14.95
52.378,14.93
52.378,14.92
52.378,14.90
52.378,14.89
52.379,14.81
52.381,14.80
52.384,14.78
52.387,14.77
52.387,14.75
52.389,14.74
52.391,14.73
52.393,14.71
52.395,14.70
52.399,14.68
52.400,14.67
52.400,14.65
52.404,14.64
52.407,14.63
52.407,14.61
52.411,14.60
52.411,14.58
52.419,14.57
52.420,14.56
52.421,14.54
52.422,14.53
52.423,14.51
52.426,14.50
52.427,14.49
52.429,14.47
52.429,14.46
52.431,14.44
52.434,14.43
52.435,14.42
52.439,14.40
52.440,14.39
52.440,14.37
52.448,14.36
52.448,14.34
52.448,14.33
52.451,14.31
52.453,14.30
52.458,14.28
52.458,14.27
52.506,14.25
52.506,14.24
52.507,14.22
52.509,14.21
52.510,14.20
52.516,14.18
52.516,14.17
52.516,14.15
52.516,14.14
52.516,14.12
52.518,13.83
52.519,13.82
52.523,13.81
52.597,13.79
52.597,13.78
52.617,13.76
52.618,13.75
52.619,13.74
52.622,13.72
52.682,13.71
52.682,13.69
52.682,13.68
52.682,13.67
52.682,13.65
52.682,13.64
52.683,13.04
52.685,13.03
52.687,13.02
52.691,13.00
52.692,12.99
52.692,12.97
52.692,12.96
52.692,12.95
52.694,12.55
52.695,12.54
52.699,12.52
52.702,12.51
52.703,12.49
52.707,12.48
52.766,12.46
52.766,12.45
52.767,12.43
52.768,12.42
52.770,12.40
52.772,12.39
52.772,12.38
52.772,12.37
52.772,12.35
52.772,12.34
52.773,12.02
52.774,12.00
52.777,11.99
52.779,11.98
52.783,11.96
52.783,11.95
52.784,11.94
52.787,11.92
52.788,11.91
52.792,11.90
52.853,11.88
52.853,11.87
52.854,11.85
52.854,11.84
52.856,11.83
52.857,11.81
52.858,11.80
52.864,11.79
52.864,11.77
52.864,11.76
52.864,11.74
52.864,11.73
52.867,11.35
52.870,11.33
52.873,11.32
52.873,11.31
52.875,11.29
52.877,11.28
52.943,11.26
52.943,11.25
52.943,11.23
52.944,11.22
52.946,11.21
52.947,11.19
52.947,11.18
52.947,11.17
52.947,11.15
52.947,11.14
52.949,10.75
52.952,10.74
52.955,10.73
52.955,10.71
53.126,10.70
53.127,10.68
53.127,10.67
53.128,10.66
53.128,10.64
53.129,10.63
53.195,10.62
53.195,10.60
53.195,10.59
53.195,10.58
53.195,10.56
53.196,9.37
53.197,9.35
53.198,9.34
53.203,9.32
53.204,9.31
53.204,9.30
53.204,9.29
53.204,9.27
53.204,9.26
53.204,9.24
53.207,8.92
53.208,8.91
53.210,8.90
53.213,8.89
53.215,8.88
53.216,8.87
53.281,8.85
53.281,8.84
53.281,8.83
53.282,8.82
53.283,8.80
53.285,8.79
53.285,8.78
53.285,8.76
53.285,8.75
53.285,8.73
53.285,8.72
53.287,8.37
53.289,8.35
53.293,8.34
53.294,8.32
53.294,8.31
53.297,8.29
53.298,8.28
53.300,8.27
53.303,8.25
53.307,8.24
53.307,8.22
53.366,8.21
53.367,8.20
53.367,8.19
53.368,8.17
53.369,8.16
53.371,8.15
53.377,8.13
53.377,8.12
53.377,8.11
53.377,8.09
53.377,8.08
53.377,8.07
53.381,7.71
53.383,7.70
53.384,7.68
53.387,7.67
53.389,7.66
53.391,7.64
53.460,7.63
53.460,7.61
53.460,7.60
53.460,7.58
53.461,7.57
53.463,7.55
53.463,7.54
53.463,7.53
53.463,7.52
53.463,7.50
53.463,7.49
53.465,7.14
53.466,7.12
53.470,7.11
53.470,7.09
53.474,7.08
53.476,7.07
53.476,7.05
53.478,7.04
53.480,7.03
53.480,7.01
53.539,7.00
53.539,6.99
53.539,6.97
53.541,6.96
53.543,6.94
53.544,6.93
53.546,6.92
53.551,6.90
53.551,6.90
53.551,6.88
53.551,6.87
53.551,6.85
53.551,6.84
53.553,6.52
53.558,6.51
53.558,6.49
53.559,6.48
53.562,6.46
53.566,6.45
53.622,6.44
53.637,6.42
53.637,6.41
53.637,6.40
53.710,6.38
53.711,6.37
53.711,6.35
53.711,6.34
53.711,6.33
53.711,6.31
53.711,6.30
53.712,5.98
53.714,5.97
53.714,5.96
53.721,5.95
53.721,5.93
53.721,5.92
53.721,5.90
53.721,5.89
53.721,5.87
53.723,5.31
53.728,5.30
53.728,5.29
53.731,5.28
53.731,5.27
53.790,5.25
53.790,5.24
53.790,5.22
53.791,5.21
53.792,5.20
53.797,5.19
53.798,5.17
53.798,5.16
53.798,5.14
53.798,5.13
53.798,5.12
53.798,5.10
53.802,4.76
53.894,4.74
53.894,4.73
53.894,4.71
53.894,4.70
53.895,4.68
54.079,4.67
54.079,4.65
54.080,4.64
54.080,4.62
54.138,4.60
54.138,4.59
54.138,4.57
54.138,4.56
54.138,4.54
54.139,2.59
54.139,2.58
54.140,2.57
54.140,2.55
54.148,2.54
54.148,2.52
54.148,2.51
54.148,2.49
54.148,2.48
54.148,2.46
54.150,2.08
54.155,2.07
54.155,2.05
54.157,2.04
54.158,2.02
54.160,2.01
54.224,2.00
54.225,1.98
54.225,1.97
54.225,1.95
54.226,1.93
54.227,1.92
54.227,1.90
54.227,1.89
54.227,1.88
54.227,1.87
54.227,1.85
54.228,1.52
54.231,1.51
54.235,1.50
54.237,1.48
54.237,1.47
54.238,1.46
54.239,1.44
54.242,1.43
54.244,1.41
54.247,1.40
54.307,1.38
54.307,1.37
54.307,1.36
54.308,1.34
54.311,1.33
54.311,1.31
54.312,1.30
54.317,1.28
54.319,1.27
54.319,1.26
54.319,1.25
54.319,1.23
54.319,1.22
54.321,0.86
54.327,0.84
54.328,0.83
54.328,0.81
54.329,0.80
54.331,0.78
54.337,0.77
54.339,0.75
54.339,0.74
54.341,0.72
54.342,0.71
54.342,0.70
54.346,0.68
54.347,0.67
54.349,0.65
54.351,0.64
54.355,0.62
54.355,0.62
54.359,0.60
54.360,0.59
54.361,0.57
54.363,0.56
54.365,0.54
54.368,0.53
54.368,0.52
54.370,0.50
54.372,0.49
54.374,0.47
54.377,0.46
54.379,0.44
54.379,0.43
54.382,0.41
54.384,0.40
54.385,0.38
54.388,0.37
54.390,0.36
54.393,0.34
54.393,0.33
54.396,0.31
54.398,0.30
54.399,0.29
54.402,0.27
54.403,0.26
54.407,0.25
54.409,0.24
54.409,0.22
54.410,0.21
54.413,0.20
54.417,0.18
54.419,0.17
54.420,0.16
54.422,0.14
54.422,0.13
54.424,0.12
54.427,0.10
54.428,0.09
54.432,0.07
54.434,0.06
54.436,0.04
54.436,0.03
54.438,0.01
54.441,360.00
54.443,359.98
54.444,359.97
54.451,359.95
54.452,359.94
54.454,359.92
54.455,359.91
54.456,359.90
54.458,359.88
54.460,359.87
54.463,359.85
54.463,359.84
54.465,359.82
54.468,359.80
54.479,359.79
54.481,359.77
54.481,359.76
54.482,359.73
54.484,359.72
54.484,359.70
54.484,359.69
54.484,359.67
54.487,359.65
54.488,359.64
54.492,359.62
54.493,359.61
54.493,359.59
54.496,359.58
54.498,359.56
54.499,359.54
54.503,359.53
54.505,359.51
54.508,359.50
54.508,359.49
54.509,359.47
54.511,359.46
54.515,359.44
54.516,359.43
54.519,359.41
54.520,359.40
54.520,359.39
54.525,359.37
54.525,359.36
54.528,359.34
54.529,359.33
54.533,359.32
54.536,359.30
54.536,359.29
54.539,359.28
54.542,359.26
54.543,359.25
54.546,359.24
54.548,359.22
54.548,359.20
54.550,359.19
54.553,359.18
54.555,359.16
54.556,359.15
54.561,359.14
54.562,359.12
54.562,359.11
54.564,359.10
54.566,359.08
54.568,359.07
54.572,359.05
54.574,359.04
54.577,359.03
54.577,359.01
54.578,359.00
54.580,358.99
54.583,358.97
54.584,358.96
54.588,358.95
54.589,358.93
54.592,358.92
54.596,358.90
54.597,358.89
54.598,358.87
54.600,358.86
54.603,358.84
54.603,358.83
54.605,358.81
54.609,358.79
54.611,358.78
54.612,358.76
54.613,358.75
54.617,358.73
54.619,358.72
54.619,358.70
54.620,358.69
54.623,358.67
54.625,358.66
54.629,358.64
54.630,358.63
54.633,358.61
54.635,358.60
54.637,358.58
54.639,358.57
54.642,358.55
54.642,358.54
54.644,358.52
54.647,358.51
54.648,358.49
54.651,358.48
54.655,358.46
54.656,358.45
54.656,358.43
54.658,358.42
54.660,358.40
54.661,358.39
54.664,358.37
54.667,358.36
54.669,358.34
54.672,358.32
54.672,358.31
54.675,358.29
54.676,358.27
54.678,358.25
54.680,358.24
54.684,358.22
54.685,358.21
54.685,358.19
54.689,358.17
54.689,358.15
54.694,358.14
54.694,358.12
54.700,358.10
54.700,358.08
54.702,358.07
54.728,358.05
54.729,358.03
54.731,358.01
54.731,358.00
54.770,357.98
54.772,357.96
54.772,357.94
54.772,357.93
54.772,357.91
54.772,357.89
54.772,357.53
54.777,357.51
54.778,357.50
54.778,357.48
54.876,357.47
54.876,357.46
54.877,357.44
54.877,357.43
54.879,357.42
54.884,357.40
54.973,357.39
54.973,357.37
54.973,357.36
54.973,357.35
54.973,357.33
54.974,356.73
55.037,356.72
55.037,356.71
55.037,356.69
55.039,356.68
55.039,356.67
55.039,356.65
55.039,356.64
55.041,355.71
55.042,355.70
55.043,355.68
55.046,355.67
55.049,355.66
55.049,355.64
55.053,355.63
55.056,355.62
55.056,355.60
55.062,355.59
55.062,355.57
55.063,355.56
55.064,355.54
55.067,355.53
55.068,355.51
55.071,355.50
55.073,355.49
55.073,355.47
55.077,355.46
55.078,355.44
55.081,355.43
55.082,355.41
55.109,355.40
55.109,355.38
55.111,355.37
55.112,355.36
55.114,355.34
55.114,355.32
55.117,355.31
55.120,355.29
55.122,355.28
55.122,355.27
55.122,355.25
55.122,355.24
55.122,355.23
55.124,355.11
55.129,355.10
55.131,355.09
55.131,355.07
55.134,355.06
55.136,355.04
55.138,355.03
55.139,355.02
55.143,355.00
55.144,354.99
55.144,354.98
55.147,354.96
55.150,354.95
55.152,354.94
55.155,354.93
55.156,354.91
55.158,354.90
55.160,354.88
55.163,354.87
55.165,354.86
55.165,354.84
55.167,354.83
55.170,354.82
55.172,354.81
55.176,354.79
55.178,354.78
55.182,354.77
55.183,354.76
55.185,354.74
55.187,354.73
55.190,354.72
55.191,354.70
55.191,354.69
55.193,354.68
55.208,354.66
55.209,354.65
55.270,354.63
55.270,354.62
55.270,354.61
55.270,354.59
55.270,354.58
55.270,354.57
55.271,354.52
55.275,354.50
55.276,354.49
55.281,354.48
55.281,354.46
55.281,354.45
55.281,354.44
55.281,354.42
55.283,354.05
55.288,354.04
55.290,354.03
55.291,354.01
55.291,354.00
55.358,353.99
55.358,353.97
55.359,353.95
55.359,353.94
55.359,353.93
55.367,353.91
55.371,353.90
55.371,353.89
55.371,353.87
55.371,353.86
55.373,353.48
55.375,353.46
55.376,353.45
55.379,353.43
55.382,353.42
55.382,353.41
55.382,353.39
55.383,353.38
55.447,353.37
55.447,353.35
55.448,353.34
55.449,353.32
55.449,353.31
55.449,353.29
55.449,353.28
55.449,353.27
55.451,352.93
55.452,352.92
55.453,352.91
55.459,352.90
55.459,352.88
55.459,352.87
55.463,352.86
55.466,352.84
55.466,352.83
55.468,352.82
55.536,352.80
55.536,352.79
55.536,352.78
55.536,352.77
55.538,352.75
55.539,352.74
55.545,352.73
55.547,352.71
55.547,352.70
55.547,352.69
55.547,352.67
55.547,352.66
55.548,352.26
55.555,352.25
55.555,352.24
55.556,352.22
55.595,352.21
55.595,352.19
55.597,352.18
56.040,352.16
56.042,352.15
56.042,352.14
56.050,352.12
56.050,352.11
56.050,352.09
56.050,352.08
56.050,352.06
56.051,348.84
56.054,348.83
56.056,348.81
56.058,348.80
56.061,348.79
56.061,348.77
56.061,348.76
56.061,348.75
56.061,348.73
56.065,348.72
56.068,348.70
56.071,348.69
56.071,348.68
56.072,348.66
56.075,348.64
56.077,348.63
56.078,348.62
56.133,348.60
56.133,348.59
56.133,348.58
56.134,348.56
56.136,348.55
56.136,348.54
56.138,348.52
56.142,348.51
56.145,348.50
56.145,348.48
56.145,348.47
56.145,348.46
56.145,348.44
56.147,348.14
56.148,348.12
56.154,348.11
56.154,348.09
56.155,348.08
56.157,348.07
56.162,348.05
56.163,348.04
56.164,348.02
56.166,348.01
56.166,347.99
56.168,347.98
56.170,347.96
56.173,347.95
56.175,347.94
56.178,347.92
56.180,347.91
56.182,347.89
56.184,347.87
56.186,347.86
56.188,347.84
56.192,347.83
56.193,347.82
56.193,347.80
56.196,347.79
56.198,347.77
56.199,347.76
56.203,347.74
56.205,347.73
56.208,347.71
56.208,347.70
56.209,347.68
56.212,347.67
56.215,347.65
56.215,347.64
56.221,347.62
56.221,347.61
56.221,347.59
56.225,347.58
56.225,347.56
56.227,347.55
56.229,347.53
56.233,347.52
56.234,347.50
56.236,347.49
56.239,347.47
56.240,347.46
56.243,347.45
56.247,347.43
56.248,347.42
56.248,347.40
56.251,347.38
56.253,347.37
56.255,347.35
56.257,347.34
56.260,347.33
56.262,347.31
56.262,347.30
56.272,347.28
56.273,347.27
56.275,347.26
56.276,347.24
56.278,347.23
56.284,347.22
56.284,347.20
56.284,347.19
56.284,347.17
56.284,347.16
56.285,347.15
56.288,347.13
56.293,347.12
56.295,347.11
56.295,347.09
56.309,347.08
56.311,347.06
56.312,347.05
56.326,347.04
56.327,347.02
56.332,347.01
56.332,347.00
56.332,346.98
56.332,346.97
56.332,346.95
56.335,346.80
56.351,346.78
56.351,346.77
56.387,346.75
56.388,346.74
56.388,346.72
56.388,346.71
56.388,346.69
56.388,346.68
56.390,346.62
56.394,346.61
56.396,346.59
56.398,346.58
56.398,346.56
56.398,346.55
56.398,346.54
56.398,346.52
56.404,346.29
56.405,346.28
56.407,346.26
56.409,346.25
56.409,346.23
56.410,346.22
56.412,346.21
56.414,346.19
56.417,346.18
56.419,346.16
56.423,346.15
56.424,346.14
56.425,346.12
56.428,346.11
56.430,346.09
56.433,346.08
56.435,346.07
56.435,346.05
56.438,346.04
56.439,346.03
56.442,346.01
56.444,345.99
56.447,345.98
56.447,345.96
56.499,345.95
56.499,345.94
56.500,345.92
56.500,345.91
56.502,345.90
56.508,345.88
56.514,345.87
56.514,345.85
56.514,345.84
56.514,345.83
56.514,345.81
56.515,345.53
56.591,345.52
56.592,345.50
56.605,345.49
56.605,345.48
56.605,345.46
56.605,345.45
56.605,345.44
56.606,344.96
56.607,344.95
56.609,344.93
56.613,344.92
56.616,344.91
56.616,344.89
56.616,344.88
56.616,344.86
56.618,344.79
56.622,344.78
56.624,344.76
56.628,344.75
56.629,344.74
56.629,344.72
56.631,344.71
56.633,344.70
56.637,344.68
56.638,344.67
56.638,344.66
56.647,344.64
56.648,344.63
56.650,344.61
56.652,344.59
56.653,344.58
56.656,344.57
56.658,344.55
56.658,344.54
56.658,344.53
56.658,344.51
56.660,344.50
