Time,Angle,Setpoint,Dc
3329,-931.46,0,0.20
3344,-933.75,0,0.20
3358,-936.03,0,0.20
3372,-937.86,0,0.20
3385,-940.16,0,0.20
3398,-941.98,0,0.20
3412,-944.27,0,0.20
3426,-946.10,0,0.20
3440,-948.39,0,0.20
3454,-950.67,0,0.20
3469,-952.95,0,0.20
3483,-954.77,0,0.20
3497,-957.05,0,0.20
3510,-958.86,0,0.20
3523,-961.13,0,0.20
3537,-962.95,0,0.20
3551,-965.21,0,0.20
3565,-967.47,0,0.20
3578,-969.27,0,0.20
3591,-971.07,0,0.20
3607,-973.77,0,0.20
3620,-975.57,0,0.20
3633,-977.66,0,0.20
3646,-979.45,0,0.20
3661,-981.68,0,0.20
3676,-983.90,0,0.20
3691,-986.12,0,0.20
3702,-987.89,0,0.20
3712,-989.21,0,0.20
3722,-990.54,0,0.20
3732,-992.30,0,0.20
3742,-993.62,0,0.20
3752,-994.94,0,0.20
3762,-996.69,0,0.20
3772,-998.00,0,0.20
3782,-999.31,0,0.20
3792,-1001.05,0,0.20
3802,-1002.36,0,0.20
3812,-1003.66,0,0.20
3822,-1005.39,0,0.20
3832,-1006.69,0,0.20
3842,-1007.99,0,0.20
3852,-1009.71,0,0.20
3862,-1011.00,0,0.20
3872,-1012.29,0,0.20
3882,-1014.00,0,0.20
3892,-1015.28,0,0.20
3902,-1016.57,0,0.20
3912,-1018.27,0,0.20
3922,-1019.55,0,0.20
3932,-1020.82,0,0.20
3942,-1022.52,0,0.20
3952,-1023.78,0,0.20
3962,-1025.05,0,0.20
3972,-1026.73,0,0.20
3982,-1027.99,0,0.20
3992,-1029.25,0,0.20
4002,-1030.93,0,0.20
4012,-1032.18,0,0.20
4022,-1033.43,0,0.20
4162,-1052.84,0,0.20
4173,-1054.47,0,0.20
4183,-1055.69,0,0.20
4193,-1056.92,0,0.20
4203,-1058.55,0,0.20
4218,-1060.57,0,0.20
4235,-1062.61,0,0.20
4249,-1064.63,0,0.20
4262,-1066.25,0,0.20
4275,-1068.27,0,0.20
4288,-1069.88,0,0.20
4302,-1071.91,0,0.20
4316,-1073.52,0,0.20
4330,-1075.53,0,0.20
4344,-1077.54,0,0.20
4357,-1079.15,0,0.20
4370,-1080.76,0,0.20
4385,-1082.77,0,0.20
4399,-1084.78,0,0.20
4413,-1086.79,0,0.20
4427,-1088.40,0,0.20
4440,-1090.41,0,0.20
4453,-1092.02,0,0.20
4466,-1093.62,0,0.20
4481,-1095.64,0,0.20
4495,-1097.65,0,0.20
4509,-1099.66,0,0.20
4522,-1101.28,0,0.20
4535,-1102.89,0,0.20
4548,-1104.90,0,0.20
4564,-1106.92,0,0.20
4578,-1108.95,0,0.20
4592,-1110.57,0,0.20
4605,-1112.59,0,0.20
4618,-1114.22,0,0.20
4631,-1115.85,0,0.20
4644,-1117.88,0,0.20
4657,-1119.52,0,0.20
4671,-1121.56,0,0.20
4684,-1123.20,0,0.20
4697,-1124.84,0,0.20
4710,-1126.89,0,0.20
4725,-1128.95,0,0.20
4739,-1130.60,0,0.20
4753,-1132.67,0,0.20
4767,-1134.75,0,0.20
4780,-1136.41,0,0.20
4793,-1138.08,0,0.20
4806,-1140.17,0,0.20
4821,-1142.26,0,0.20
4835,-1143.95,0,0.20
